acc,total_auc,kappa,prec_macro,prec_weigt,recall_macro,recall_weigt,f1score_macro,f1score_weigt
0.7522935779816514,0.797,0.639911905053224,0.7308723196521386,0.8201530840033745,0.677926240395768,0.7522935779567735,0.685918535633493,0.7639399871218958
