acc,total_auc,kappa,prec_macro,prec_weigt,recall_macro,recall_weigt,f1score_macro,f1score_weigt
0.963302752293578,0.888,0.8254603682946358,0.9428694157643704,0.9623411834992467,0.887593984929137,0.9633027522772917,0.9126602558741185,0.9620824506711334
