user_name,acc,total_auc,kappa,prec_macro,prec_weigt,recall_macro,recall_weigt,f1score_macro,f1score_weigt
1,0.7798165137614679,0.811,0.6767177459218982,0.7407407407047915,0.8244988107066068,0.6971570096260441,0.7798165137358842,0.7069002420912028,0.787119825921118
2,0.7614678899082569,0.793,0.6461038961038961,0.7807017543268826,0.831321422780977,0.670371295341499,0.7614678898836562,0.680319966980498,0.7632458002522076
3,0.8256880733944955,0.84,0.7407685567655526,0.7783510219734056,0.837731160894864,0.7436313685980095,0.8256880733672062,0.7556644713634986,0.8248880834449738
4,0.7981651376146789,0.827,0.7044249969185259,0.729272959151672,0.8147467702402542,0.7228812853488095,0.7981651375881511,0.7229065038398768,0.8022546150348338
5,0.7981651376146789,0.827,0.7038409287390393,0.7601218553091762,0.8374444636468833,0.7244005993677334,0.7981651375880955,0.7314288837151341,0.8049467181557423
6,0.7706422018348624,0.815,0.6665034879451719,0.7327947845457745,0.80810085499177,0.7066267065942632,0.7706422018089311,0.7109540757877084,0.781317356372474
7,0.8256880733944955,0.832,0.7384440515281636,0.8135444743383266,0.8483444199525048,0.7266899766579186,0.825688073367828,0.7459045082703522,0.821917108260875
8,0.8165137614678899,0.837,0.7291252485089463,0.7671186340168632,0.8371155824242313,0.7372211121879174,0.816513761440836,0.7459363547808784,0.8193282247680586
9,0.8440366972477065,0.838,0.7638287025235788,0.8129573170214881,0.838957261097537,0.735743423211852,0.8440366972207067,0.7627659569172787,0.8348331050777668
10,0.8256880733944955,0.847,0.740671174555472,0.8098290597857914,0.8510154473127817,0.7587828837479177,0.8256880733666502,0.7757142851813201,0.8287811266058165
11,0.8440366972477065,0.858,0.7693265280717042,0.8097899159246695,0.8619798010627078,0.7716033965681017,0.8440366972193907,0.7848162674302521,0.8480539852278683
12,0.8165137614678899,0.852,0.7328758730547726,0.787173202576819,0.8586976074517184,0.7660672660309278,0.8165137614397775,0.7634761410341451,0.8245389693782175
13,0.8532110091743119,0.862,0.7819727465933242,0.8075980391749027,0.8604065479089911,0.7772852147497907,0.8532110091457877,0.7888816477367784,0.8526422633822156
14,0.8532110091743119,0.831,0.7757778349190023,0.7865071919351715,0.8294777125233088,0.7195929070637701,0.8532110091479049,0.7292467943701989,0.8287873436423632
15,0.8807339449541285,0.884,0.8230298488822281,0.8398268397830589,0.8791850351161276,0.8101481851110512,0.8807339449243983,0.8230446413463184,0.8786838442487642
16,0.7981651376146789,0.843,0.7080238646048946,0.7644280383869783,0.8473875751380525,0.7532467532107436,0.7981651375870368,0.7429227184627716,0.806039826946856
17,0.7981651376146789,0.828,0.7040236978523822,0.7554017462059844,0.831404780994861,0.7244005993677334,0.7981651375880955,0.7306648615721767,0.8042768972533347
18,0.8532110091743119,0.875,0.7837569745815252,0.8076685219149742,0.8623683000832392,0.8020937395552916,0.8532110091448772,0.7984920045074868,0.852966558527824
19,0.8073394495412844,0.837,0.718276923076923,0.7555402930063628,0.840225829186981,0.7392815517478709,0.8073394495141548,0.7391304879036703,0.8125618081730428
20,0.7981651376146789,0.837,0.7069534400586582,0.7254230858710201,0.8131127986099056,0.7424658674312534,0.7981651375874323,0.7313791764471425,0.8033939695200043
21,0.8165137614678899,0.843,0.7299640777901648,0.7719780219416765,0.8417179150822854,0.7493964368620957,0.8165137614403891,0.7545173721930843,0.8208520411106208
22,0.7522935779816514,0.753,0.6246173469387755,0.6626794257994997,0.7544737573416426,0.5966117215897936,0.7522935779597574,0.6148628445870759,0.7404570827422897
23,0.8532110091743119,0.862,0.7818909454727363,0.8193473193043022,0.8677744273747877,0.7765567765213879,0.8532110091458145,0.791388888354478,0.8539449536022841
24,0.7981651376146789,0.83,0.7038775006174364,0.7958089668159415,0.8557147199957266,0.7296245420907901,0.7981651375879039,0.7375906496659547,0.8054602891054905
25,0.8623853211009175,0.871,0.7955738934733684,0.8428025874348481,0.8743481776512876,0.7918331667965516,0.8623853210718594,0.8064580341859278,0.8625913371342669
26,0.8073394495412844,0.817,0.7126898456131543,0.732020430513867,0.8077935735502316,0.701964701934815,0.8073394495155243,0.7130429527694344,0.8029040633903393
27,0.8440366972477065,0.85,0.7675614651279479,0.7893016297025107,0.8454802437766084,0.7564518814181935,0.8440366972199468,0.7695228756245369,0.8410908974700869
28,0.8165137614678899,0.852,0.7318243326362406,0.7888386123299673,0.854670873257654,0.7660672660309278,0.8165137614397775,0.7651416733979997,0.8225040259611256
29,0.7706422018348624,0.806,0.6643675329474072,0.737064270116646,0.8228798144839514,0.690746753215952,0.770642201809514,0.6998917333609791,0.7795297570233077
30,0.7614678899082569,0.803,0.6521845851742758,0.7421362749932016,0.8249743531891727,0.6873126872815898,0.7614678898830345,0.6953454158760362,0.772036353982364
31,0.8256880733944955,0.848,0.7449193250400296,0.7988910598758496,0.8531792456174789,0.7554112553766932,0.825688073366774,0.7621249610900298,0.8303546905964659
