user_name,acc,total_auc,kappa,prec_macro,prec_weigt,recall_macro,recall_weigt,f1score_macro,f1score_weigt
1,0.7889908256880734,0.833,0.693408340467164,0.7884615384100769,0.8305608763956404,0.7379079253729938,0.7889908256609943,0.7303692880914575,0.7926522133814494
2,0.5321100917431193,0.686,0.3416627190904784,0.6403273808952344,0.6918523372050157,0.5344030968754365,0.5321100917235082,0.49878382443854963,0.5069204823735888
3,0.8348623853211009,0.839,0.7530211480362538,0.7966117215673308,0.8454682931419906,0.7385947385623262,0.8348623852939965,0.7594313057742781,0.8336432757786344
4,0.4954128440366973,0.644,0.26160857248429614,0.5510912697672774,0.6508664626960049,0.47396353644059835,0.49541284401930413,0.40480390991492343,0.42316311402953904
5,0.8440366972477065,0.885,0.7740794928066326,0.8382575757117914,0.8812581913151469,0.823010322969286,0.8440366972175043,0.8068827221209858,0.850828490513617
6,0.7889908256880734,0.803,0.6826582278481013,0.7393589743169217,0.7875229357494841,0.6843156842866005,0.7889908256629609,0.7048957243136051,0.7838358201068842
7,0.5045871559633027,0.626,0.28930210094180164,0.5396825396367159,0.568516091417638,0.42540792539145966,0.5045871559476915,0.4335863374065755,0.48243766243258346
8,0.7889908256880734,0.855,0.7010850125193753,0.752139639608835,0.8360236382892068,0.7770146519762322,0.7889908256595591,0.7539022402765901,0.805637477283188
9,0.7431192660550459,0.807,0.6303742279278188,0.7769230768707887,0.8335215243077072,0.7000291374953096,0.7431192660293569,0.6901613685565615,0.7565536909664344
10,0.6513761467889908,0.729,0.5011441647597255,0.6760416666188127,0.7320718654082501,0.5761946386697141,0.6513761467678462,0.5902713052940889,0.6653556430262065
11,0.6330275229357798,0.702,0.46384653221839645,0.6328023141684187,0.6978726839615597,0.5330086579875958,0.63302752291622,0.5486549160112284,0.6282548377204312
12,0.7614678899082569,0.845,0.6662741403674046,0.7089504062928182,0.8164733490399865,0.7644647019258188,0.7614678898802031,0.7183080802930205,0.7767167078514532
13,0.6788990825688074,0.814,0.5674603174603174,0.7079941860078791,0.7997439726519677,0.7253787878405599,0.6788990825421879,0.6431920829645638,0.6653808913213166
14,0.7706422018348624,0.784,0.656844226167989,0.7369331880956816,0.7864555273505536,0.6507867132600748,0.7706422018109803,0.6713455032015254,0.7655616547045347
15,0.41284403669724773,0.571,0.17336177272188646,0.42116013066375924,0.3785003297618373,0.34496753245461553,0.41284403668458836,0.32325589998590615,0.3436578432651902
16,0.8348623853211009,0.852,0.7558790593505039,0.8166666666171644,0.8553516819218663,0.7618839493489031,0.8348623852931419,0.7716245490111124,0.8361932342404181
17,0.7247706422018348,0.777,0.6008787989747345,0.6188893005908875,0.7395047654214131,0.6478521478238837,0.7247706421780605,0.6214844618153919,0.7240351379394064
18,0.7339449541284404,0.806,0.6219351752182753,0.7656512604536971,0.8235139927154744,0.6994463869124414,0.7339449541027727,0.6888209388373587,0.7564121433352842
19,0.908256880733945,0.92,0.8650656102995791,0.8835403726268938,0.9168043762844886,0.8719197468774398,0.9082568807019479,0.8750449837146055,0.9109480942409398
20,0.6422018348623854,0.739,0.4968635341460528,0.640046296263566,0.7210754332035257,0.5949259073984996,0.6422018348405533,0.5975247266034877,0.667724848808454
21,0.7981651376146789,0.812,0.7001750437609402,0.7642857142383116,0.8142420270523001,0.6958874458576314,0.7981651375891418,0.713603256684466,0.7965636875509393
22,0.7889908256880734,0.788,0.6801887995917847,0.7684659090231777,0.80261328880862,0.6536796536534075,0.7889908256640852,0.6717723290891449,0.7744066766461872
23,0.7981651376146789,0.842,0.7077391834247411,0.7873433583522551,0.8382354969661763,0.7520604395247282,0.7981651375870804,0.7502667473157482,0.8073466555814736
24,0.7889908256880734,0.806,0.6806776206852629,0.7612994349839128,0.8072357849671437,0.6928488178187638,0.7889908256626477,0.7135824912766139,0.7831721957496727
25,0.7706422018348624,0.829,0.6711717147339206,0.7640398550320519,0.8216992420898345,0.7334956709607372,0.7706422018079452,0.7280162298983105,0.7795125103405302
26,0.6238532110091743,0.699,0.4538677746547721,0.6356081174689452,0.6882244474246338,0.5303030302816366,0.6238532109897138,0.5450329590052563,0.6210229853409256
27,0.7431192660550459,0.799,0.6245078740157481,0.6816180235222131,0.760585690301874,0.6887903762586751,0.7431192660297692,0.6741664402486739,0.7431250683903087
28,0.7247706422018348,0.715,0.5714847333245971,0.67982609702969,0.7439501794123649,0.5352980352805491,0.724770642182191,0.5493744571973405,0.6964219800098103
29,0.42201834862385323,0.636,0.23256593652212787,0.4325396825204559,0.5412844036460935,0.4622668997425635,0.42201834860688936,0.3774882020316034,0.4271281761996225
30,0.7155963302752294,0.786,0.5914641518558821,0.6534605744864526,0.7405006871207451,0.6677072926760984,0.7155963302507264,0.655722891043673,0.7250990852060517
31,0.7706422018348624,0.777,0.6534842319430315,0.7405523255237935,0.784261432292471,0.6371545121290905,0.7706422018114807,0.659367267074465,0.761392004310919
