user_name,acc,total_auc,kappa,prec_macro,prec_weigt,recall_macro,recall_weigt,f1score_macro,f1score_weigt
1,0.6146788990825688,0.762,0.46823092112905096,0.7282818532320234,0.7787715631305416,0.6512445887090917,0.6146788990586699,0.6085065422210557,0.6248150083816756
2,0.5596330275229358,0.691,0.383672988573448,0.6137561274137003,0.6876933800699211,0.5292207791952382,0.5596330275035148,0.5258771925096457,0.5772295621720879
3,0.7798165137614679,0.818,0.6790577843209422,0.7606658691756023,0.8165686317221592,0.7103937728615338,0.7798165137353984,0.7197632518512974,0.7884609189551037
4,0.6513761467889908,0.721,0.4972690860541328,0.577900326774623,0.6922303171810821,0.5607101231868976,0.6513761467684144,0.5666135513866402,0.6686584530527719
5,0.7614678899082569,0.794,0.6484743239890846,0.7406249999541101,0.7922018348292413,0.6709748584456663,0.7614678898836339,0.6877705622505054,0.766194050078608
6,0.4036697247706422,0.582,0.16901243255923049,0.46448087427659546,0.4506943399706576,0.3707126206966404,0.4036697247570381,0.377532467192627,0.38006910482597517
7,0.6422018348623854,0.727,0.49410924669760803,0.6870766625077062,0.7442434581800361,0.572760572735352,0.6422018348413665,0.5845136209693387,0.6662850901652748
8,0.7706422018348624,0.812,0.6673989991456122,0.7470394736449667,0.8124577498485405,0.7010073259757119,0.7706422018091373,0.7132551667951902,0.7858107038587846
9,0.6697247706422018,0.73,0.5113325031133251,0.6992241378747959,0.7418664979039639,0.5788794538543742,0.6697247706209586,0.593167891664061,0.6707917336273637
10,0.7706422018348624,0.784,0.6538803505652229,0.7683270676020277,0.7985100365159832,0.6538253412979226,0.7706422018108688,0.6708677830292407,0.7623710181382819
11,0.7431192660550459,0.817,0.6321118611378977,0.7568857986465458,0.79395619509658,0.7224025973671298,0.7431192660285357,0.7038004625956769,0.7436575509577599
12,0.6880733944954128,0.74,0.5447174447174448,0.691252955028987,0.7460949530067845,0.5867465867222921,0.6880733944738809,0.6026162785716276,0.695028802565959
13,0.6422018348623854,0.728,0.4897983677388382,0.6027068861096864,0.6885458258162187,0.5775266400012645,0.6422018348411918,0.5816926970340689,0.6572858776278485
14,0.7981651376146789,0.802,0.6972222222222222,0.7434917869139933,0.8006877308669972,0.6777597402319934,0.798165137589807,0.6971896065436036,0.7896148532897284
15,0.4036697247706422,0.556,0.10361842105263175,0.3595505617465219,0.2852283269491506,0.33928571427292653,0.4036697247581914,0.28392269714931084,0.2856334498122084
16,0.7064220183486238,0.772,0.5743226751281425,0.7081600316494271,0.7762623536721216,0.6440226439930071,0.7064220183249901,0.6515422764811158,0.7222007251584013
17,0.8348623853211009,0.837,0.7532075471698113,0.7629729729343134,0.8277411356014698,0.7326423576108664,0.834862385294215,0.7447797158321019,0.8286196728442818
18,0.5963302752293578,0.729,0.4480377488778915,0.6334191333820035,0.7120954505962589,0.5868922743630192,0.5963302752078206,0.5632740667257649,0.6243757169893402
19,0.8532110091743119,0.883,0.7861959053573617,0.8194133631334262,0.8748973462232831,0.8167873792480556,0.8532110091443381,0.8139903596887155,0.861035472547407
20,0.7706422018348624,0.851,0.6778198155592339,0.780719091634228,0.8572572742158702,0.7739135863737587,0.7706422018064619,0.7392933997815587,0.7919932076011555
21,0.47706422018348627,0.608,0.2601809954751131,0.4682377048842297,0.5210557978360306,0.3961871461722142,0.47706422016894734,0.3930303026794539,0.4496302470254534
22,0.7706422018348624,0.784,0.6514007931431496,0.7683284456964958,0.8127471817541843,0.6556776556502231,0.7706422018108009,0.6852770967314938,0.7658811741440662
23,0.7889908256880734,0.811,0.6883003854283227,0.7309929653316047,0.8041820564468293,0.6950341325039728,0.7889908256625676,0.7088795981327917,0.793730784047684
24,0.6788990825688074,0.725,0.5228267667292057,0.5812499999759406,0.6998034075782493,0.5648518148293834,0.678899082548079,0.5643922233176777,0.6768201837461539
25,0.5963302752293578,0.682,0.41311796377875676,0.5946186742309906,0.6555611500602263,0.5073051947851097,0.5963302752107411,0.5175178451793716,0.5844484394568248
26,0.6697247706422018,0.737,0.5205864386072083,0.6746874999522705,0.7196788990484709,0.5890151514898982,0.6697247706205868,0.5995835792338988,0.6710521789592151
27,0.7798165137614679,0.835,0.6840579710144927,0.7086527293567749,0.8013894660317327,0.7432775557420537,0.7798165137341917,0.7207096797418837,0.7871408910427747
28,0.7247706422018348,0.721,0.57316277248401,0.5102163461360738,0.6650494001225657,0.5479312354118717,0.7247706421817273,0.5197965567332538,0.6805243279920421
29,0.6422018348623854,0.739,0.48628398791540794,0.5795833333099507,0.6900458715353056,0.6030636030356367,0.6422018348402546,0.5648736601148183,0.6417320068342732
30,0.5321100917431193,0.669,0.34553802684247703,0.7071708804352201,0.7810802810857217,0.4927156176919628,0.532110091725038,0.45623154884184847,0.4867142629818225
31,0.7339449541284404,0.771,0.602789645639608,0.6471688033888522,0.7194777699122866,0.6398393273124705,0.7339449541049601,0.642352815740649,0.7257710152369375
